Mesh_Names
Gracilis_muscle_left
Gracilis_muscle_right
Humeral_head_of_extensor_carpi_ulnaris_right
Humeral_head_of_extensor_carpi_ulnaris_left
Humeral_head_of_flexor_carpi_ulnaris_left
Humeral_head_of_flexor_carpi_ulnaris_right
Humero_ulnar_head_of_flexor_digitorum_superficialis_left
Humero_ulnar_head_of_flexor_digitorum_superficialis_right
Hyoglossus_muscle_left
Hyoglossus_muscle_right
Iliacus_muscle_left
Iliacus_muscle_right
Iliococcygeus_muscle_left
Iliococcygeus_muscle_right
Iliocostalis_muscle_right
Iliocostalis_muscle_right
Iliocostalis_muscle_left
Iliocostalis_muscle_left
Iliopsoas_fascia_left
Iliopsoas_fascia_right
Iliotibial_tract_left
Iliotibial_tract_right
Inferior_extensor_retinaculum_of_ankle_left
Inferior_fibular_retinaculum_left
Inferior_fibular_retinaculum_right
Inferior_gemellus_muscle_left
Inferior_gemellus_muscle_right
Inferior_head_of_lateral_pterygoid_muscle_left
Inferior_oblique_muscle_left
Inferior_oblique_muscle_right
Inferior_pharyngeal_constrictor_left
Inferior_rectus_muscle_left
Inferior_rectus_muscle_right
Inferior_subtendinous_bursa_of_biceps_femoris_muscle_left
Inferior_tarsus_left
Inferior_tarsus_right
Infraspinatus_muscle_left
Infraspinatus_muscle_right
Inguinal_ligament_left
Inguinal_ligament_right
Innermost_intercostal_muscles_left
Intermuscular_gluteal_bursae_left
Intermuscular_gluteal_bursae_right
Internal_intercostal_muscles_left
Internal_intercostal_muscles_right
Interspinales_lumborum_muscles_left
Interspinales_thoracis_muscles_left
Intertubercular_tendon_sheath_left
Lateral_head_of_flexor_hallucis_brevis_left
Lateral_head_of_gastrocnemius_left
Lateral_head_of_gastrocnemius_right
Lateral_head_of_triceps_brachii_left
Lateral_head_of_triceps_brachii_right
Lateral_intermuscular_septum_of_arm_left
Lateral_patellar_retinaculum_left
Lateral_patellar_retinaculum_right
Lateral_rectus_muscle_left
Lateral_rectus_muscle_right
Lateral_subtendinous_bursa_of_gastrocnemius_muscle_left
Latissimus_dorsi_muscle_left
Latissimus_dorsi_muscle_right
Levator_anguli_oris_left
Levator_anguli_oris_right
Levator_labii_superioris_left
Levator_labii_superioris_right
Levator_nasolabialis_right
Levator_palpebrae_superioris_left
Levator_palpebrae_superioris_right
Levator_scapulae_left
Levator_scapulae_right
Levatores_breves_costarum_left
Levatores_breves_costarum_right
Levatores_longi_costarum_left
Levatores_longi_costarum_right
Linea_alba_Linea_alba
Long_head_of_biceps_brachii_left
Long_head_of_biceps_brachii_right
Long_head_of_biceps_femoris_left
Long_head_of_biceps_femoris_right
Long_head_of_triceps_brachii_left
Long_head_of_triceps_brachii_right
Longissimus_muscle_left
Longissimus_muscle_left
Longissimus_muscle_right
Longissimus_muscle_right
Longus_capitis_muscle_left
Longus_capitis_muscle_right
Longus_colli_muscle_left
Longus_colli_muscle_right
Lumbrical_muscles_of_foot_left
Lumbrical_muscles_of_foot_right
Lumbrical_muscles_of_hand_left
Lumbrical_muscles_of_hand_right
Masseteric_fascia_left
Masseteric_fascia_right
Medial_head_of_flexor_hallucis_brevis_left
Medial_head_of_gastrocnemius_left
Medial_head_of_gastrocnemius_right
Medial_head_of_triceps_brachii_right
Medial_head_of_triceps_brachii_left
Medial_intermuscular_septum_of_arm_left
Medial_patellar_retinaculum_left
Medial_patellar_retinaculum_right
Medial_pterygoid_muscle_left
Medial_pterygoid_muscle_right
Medial_rectus_muscle_left
Medial_rectus_muscle_right
Medial_subtendinous_bursa_of_gastrocnemius_muscle_left
Mentalis_muscle_left
Mentalis_muscle_right
Middle_layer_of_thoracolumbar_fascia_left
Middle_pharyngeal_constrictor_left
Multifidus_colli_muscle_left
Multifidus_colli_muscle_right
Multifidus_lumborum_muscle_left
Multifidus_lumborum_muscle_right
Multifidus_thoracis_muscle_left
Multifidus_thoracis_muscle_right
Mylohyoid_muscle_left
Mylohyoid_muscle_right
Nasalis_muscle_left
Nasalis_muscle_right
Oblique_head_of_adductor_hallucis_left
Oblique_head_of_adductor_pollicis_left
Oblique_head_of_adductor_pollicis_right
Obliquus_inferior_capitis_muscle_left
Obliquus_superior_capitis_muscle_left
Obturator_externus_left
Obturator_externus_right
Obturator_internus_left
Obturator_internus_right
Occipitalis_muscle_left
Occipitalis_muscle_right
Omohyoid_muscle_left
Omohyoid_muscle_right
Opponens_digiti_minimi_muscle_of_hand_left
Opponens_digiti_minimi_muscle_of_hand_right
Opponens_pollicis_muscle_left
Opponens_pollicis_muscle_right
Orbicularis_oris_muscle_left
Orbicularis_oris_muscle_right
Orbital_part_of_orbicularis_oculi_left
Palatopharyngeus_muscle_left
Palatopharyngeus_muscle_right
Palmar_aponeurosis_left
Palmar_aponeurosis_right
Palmaris_longus_muscle_left
Palmaris_longus_muscle_right
Palpebral_part_of_orbicularis_oculi_left
Pectineus_muscle_left
Pectineus_muscle_right
Pectoralis_minor_muscle_left
Pectoralis_minor_muscle_right
Piriformis_fascia_left
Piriformis_fascia_right
Piriformis_muscle_left
Piriformis_muscle_right
Plane_Plane
Plantar_aponeurosis_left
Plantar_aponeurosis_right
Plantar_interossei_muscles_right
Plantar_tendon_sheath_of_fibularis_longus_muscle_left
Plantaris_muscle_left
Plantaris_muscle_right
Platysma_left
Platysma_right
Popliteal_fascia_left
Popliteal_fascia_right
Popliteus_muscle_left
Popliteus_muscle_right
Posterior_belly_of_digastric_muscle_left
Posterior_crico_arytenoid_muscle_left
Posterior_layer_of_thoracolumbar_fascia_left
Procerus_muscle_left
Procerus_muscle_right
Pronator_quadratus_left
Pronator_quadratus_right
Psoas_major_left
Psoas_major_right
Pubo_analis_muscle_left
Pubo_analis_muscle_right
Pubococcygeus_muscle_left
Pubococcygeus_muscle_right
Pyramidalis_muscle_left
Pyramidalis_muscle_right
Quadratus_femoris_muscle_left
Quadratus_femoris_muscle_right
Quadratus_lumborum_muscle_left
Quadratus_lumborum_muscle_right
Quadratus_plantae_muscle_left
Quadratus_plantae_muscle_right
Radial_head_of_flexor_digitorum_superficialis_left
Radial_head_of_flexor_digitorum_superficialis_right
Rectus_abdominis_muscle_left
Rectus_abdominis_muscle_right
Rectus_anterior_capitis_muscle_left
Rectus_femoris_muscle_left
Rectus_femoris_muscle_right
Rectus_lateralis_capitis_muscle_left
Rectus_posterior_major_capitis_muscle_left
Rectus_posterior_minor_capitis_muscle_left
Rhomboid_major_muscle_left
Rhomboid_major_muscle_right
Rhomboid_minor_muscle_left
Rhomboid_minor_muscle_right
Risorius_muscle_left
Risorius_muscle_right
Rotatores_left
Rotatores_right
Sartorius_muscle_left
Sartorius_muscle_right
Scalenus_anterior_muscle_left
Scalenus_anterior_muscle_right
Scalenus_medius_muscle_left
Scalenus_medius_muscle_right
Scalenus_posterior_muscle_left
Scalenus_posterior_muscle_right
Scapular_spinal_part_of_deltoid_muscle_left
Scapular_spinal_part_of_deltoid_muscle_right
Sciatic_bursa_of_gluteus_maximus_muscle_left
Sciatic_bursa_of_obturator_internus_left
Semimembranosus_bursa_left
Semimembranosus_bursa_right
Semimembranosus_muscle_left
Semimembranosus_muscle_right
Semispinalis_muscle_left
Semispinalis_muscle_left
Semispinalis_muscle_left
Semitendinosus_muscle_left
Semitendinosus_muscle_right
Serratus_anterior_muscle_left
Serratus_anterior_muscle_right
Serratus_posterior_inferior_muscle_left
Serratus_posterior_inferior_muscle_right
Serratus_posterior_superior_muscle_left
Serratus_posterior_superior_muscle_right
Short_head_of_biceps_brachii_left
Short_head_of_biceps_brachii_right
Short_head_of_biceps_femoris_left
Short_head_of_biceps_femoris_right
Soleus_muscle_left
Soleus_muscle_right
Spinalis_muscle_right
Spinalis_muscle_right
Spinalis_muscle_right
Splenius_capitis_muscle_left
Splenius_capitis_muscle_right
Splenius_colli_muscle_left
Splenius_colli_muscle_right
Sternocleidomastoid_muscle_left
Sternocleidomastoid_muscle_right
Sternocostal_head_of_pectoralis_major_muscle_left
Sternocostal_head_of_pectoralis_major_muscle_right
Sternohyoid_muscle_left
Sternohyoid_muscle_right
Sternothyroid_muscle_left
Sternothyroid_muscle_right
Stylohyoid_muscle_left
Stylohyoid_muscle_right
Stylopharyngeus_muscle_left
Stylopharyngeus_muscle_right
Subacromial_bursa_left
Subacromial_bursa_right
Subclavius_muscle_left
Subclavius_muscle_right
Subcutaneous_acromial_bursa_left
Subcutaneous_acromial_bursa_right
Subcutaneous_bursa_of_lateral_malleolus_left
Subcutaneous_bursa_of_medial_malleolus_left
Subcutaneous_bursa_of_tuberosity_of_tibia_left
Subcutaneous_calcaneal_bursa_left
Subcutaneous_calcaneal_bursa_right
Subcutaneous_infrapatellar_bursa_left
Subcutaneous_prepatellar_bursa_left
Subcutaneous_trochanteric_bursa_left
Subdeltoid_bursa_left
Subdeltoid_bursa_right
Subfacial_prepatellar_bursa_left
Subfacial_prepatellar_bursa_right
Subscapularis_muscle_left
Subscapularis_muscle_right
Subtendinous_bursa_of_iliacus_muscle_left
Subtendinous_bursa_of_infraspinatus_muscle_left
Subtendinous_bursa_of_obturator_internus_left
Subtendinous_bursa_of_sartorius_muscle_left
Subtendinous_bursa_of_teres_major_muscle_left
Subtendinous_bursa_of_tibialis_anterior_left
Subtendinous_bursa_of_trapezius_muscle_left
Subtendinous_bursa_of_triceps_brachii_muscle_left
Subtendinous_calcaneal_bursa_left
Subtendinous_calcaneal_bursa_right
Subtendinous_prepatellar_bursa_left
Superficial_head_of_flexor_pollicis_brevis_left
Superficial_head_of_flexor_pollicis_brevis_right
Superficial_head_of_pronator_teres_left
Superficial_head_of_pronator_teres_right
Superficial_layer_of_temporal_fascia_left
Superficial_part_of_masseter_left
Superficial_part_of_masseter_right
Superficial_transverse_metacarpal_ligament_left
Superficial_transverse_metatarsal_ligament_left
Superior_bursa_of_biceps_femoris_muscle_left
Superior_extensor_retinaculum_of_ankle_left
Superior_fibular_retinaculum_left
Superior_fibular_retinaculum_right
Superior_gemellus_muscle_left
Superior_gemellus_muscle_right
Superior_head_of_lateral_pterygoid_muscle_left
Superior_oblique_muscle_left
Superior_oblique_muscle_right
Superior_pharyngeal_constrictor_left
Superior_rectus_muscle_left
Superior_rectus_muscle_right
Superior_tarsus_left
Superior_tarsus_right
Supinator_left
Supinator_right
Suprapatellar_bursa_left
Suprapatellar_bursa_right
Supraspinatus_muscle_left
Supraspinatus_muscle_right
Synovial_sheaths_of_digits_of_hand_left
Temporalis_muscle_left
Temporalis_muscle_right
Temporoparietalis_muscle_left
Temporoparietalis_muscle_right
Tendon_of_extensor_digitorum_longus_left
Tendon_sheath___abd001
Tendon_sheath___abd
Tendon_sheath_of_extensor_carpi_ulnaris_left
Tendon_sheath_of_extensor_digiti_minimi_manus_left
Tendon_sheath_of_extensor_digitorum_and_extensor_indicis_left
Tendon_sheath_of_extensor_digitorum_longus_left
Tendon_sheath_of_extensor_hallucis_longus_left
Tendon_sheath_of_extensor_pollicis_longus_left
Tendon_sheath_of_extensors_carpi_radialis_left
Tendon_sheath_of_flexor_carpi_radialis_left
Tendon_sheath_of_flexor_digitorum_longus_left
Tendon_sheath_of_flexor_hallucis_longus_left
Tendon_sheath_of_flexor_pollicis_longus_left
Tendon_sheath_of_tibialis_anterior_left
Tendon_sheath_of_tibialis_posterior_muscle_left
Tensor_fasciae_latae_left
Tensor_fasciae_latae_right
Teres_major_muscle_left
Teres_major_muscle_right
Teres_minor_muscle_left
Teres_minor_muscle_right
Tibialis_anterior_muscle_left
Tibialis_anterior_muscle_right
Tibialis_posterior_muscle_left
Tibialis_posterior_muscle_right
Transverse_head_of_adductor_hallucis_left
Transverse_head_of_adductor_pollicis_right
Transverse_head_of_adductor_pollicis_left
Transverse_intermuscular_septum_of_leg_left
Transverse_part_of_trapezius_muscle_left
Transverse_part_of_trapezius_muscle_right
Transversus_abdominis_muscle_left
Transversus_abdominis_muscle_right
Transversus_thoracis_muscle_left
Transversus_thoracis_muscle_right
Trochanteric_bursa_of_gluteus_maximus_muscle_left
Trochanteric_bursa_of_gluteus_medius_muscle_left
Trochanteric_bursa_of_gluteus_minimus_muscle_left
Ulnar_head_of_extensor_carpi_ulnaris_left
Ulnar_head_of_extensor_carpi_ulnaris_right
Ulnar_head_of_flexor_carpi_ulnaris_left
Ulnar_head_of_flexor_carpi_ulnaris_right
Vastus_intermedius_muscle_left
Vastus_intermedius_muscle_right
Vastus_lateralis_muscle_left
Vastus_lateralis_muscle_right
Vastus_medialis_muscle_left
Vastus_medialis_muscle_right
Zygomaticus_major_muscle_left
Zygomaticus_major_muscle_right
Zygomaticus_minor_muscle_left
Zygomaticus_minor_muscle_right
Internal_oblique_right
Internal_oblique_left
External_oblique_right
External_oblique_left
